state,race,type,all_workers_n,artists_n,artists_share,location_quotient
Virginia,White,Dancers And Choreographers,2778485,200,7.198167346593557e-5,0.6090118542218489
Washington,White,Dancers And Choreographers,2668545,355,1.3303129608082306e-4,1.125531435915538
West Virginia,White,Dancers And Choreographers,734535,90,1.225264963548367e-4,1.0366539862633055
Wisconsin,White,Dancers And Choreographers,2597700,195,7.506640489663933e-5,0.6351106918555468
Wyoming,White,Dancers And Choreographers,260685,0,NA,0
Puerto Rico,White,Dancers And Choreographers,13370,0,NA,0
Alabama,African-American,Dancers And Choreographers,581200,0,NA,0
Alaska,African-American,Dancers And Choreographers,13760,0,NA,0
Arizona,African-American,Dancers And Choreographers,152575,0,NA,0
Arkansas,African-American,Dancers And Choreographers,200385,0,NA,0
California,African-American,Dancers And Choreographers,1066265,510,4.783051117686504e-4,2.892645603346913
Colorado,African-American,Dancers And Choreographers,118415,0,NA,0
Connecticut,African-American,Dancers And Choreographers,191785,0,NA,0
Delaware,African-American,Dancers And Choreographers,105485,0,NA,0
District of Columbia,African-American,Dancers And Choreographers,149480,55,3.67942199625368e-4,2.225203870593198
Florida,African-American,Dancers And Choreographers,1569980,185,1.1783589599867514e-4,0.7126360937615902
Georgia,African-American,Dancers And Choreographers,1613775,575,3.5630741584173755e-4,2.1548401940831106
Hawaii,African-American,Dancers And Choreographers,16455,0,NA,0
Idaho,African-American,Dancers And Choreographers,5195,0,NA,0
Illinois,African-American,Dancers And Choreographers,848255,185,2.180947946077536e-4,1.3189717885350765
Indiana,African-American,Dancers And Choreographers,292355,45,1.539224572865181e-4,0.930876773781079
Iowa,African-American,Dancers And Choreographers,56060,25,4.459507670353193e-4,2.6969762476589305
Kansas,African-American,Dancers And Choreographers,83690,0,NA,0
Kentucky,African-American,Dancers And Choreographers,176080,0,NA,0
Louisiana,African-American,Dancers And Choreographers,656860,0,NA,0
Maine,African-American,Dancers And Choreographers,8410,0,NA,0
Maryland,African-American,Dancers And Choreographers,957780,170,1.774937877174299e-4,1.0734290979322658
Massachusetts,African-American,Dancers And Choreographers,260415,30,1.1520073728471862e-4,0.6966994456252964
Michigan,African-American,Dancers And Choreographers,624375,45,7.207207207207206e-5,0.4358702369549828
Minnesota,African-American,Dancers And Choreographers,171180,50,2.9209019745297346e-4,1.7664737521177665
Mississippi,African-American,Dancers And Choreographers,488460,0,NA,0
Missouri,African-American,Dancers And Choreographers,340530,0,NA,0
Montana,African-American,Dancers And Choreographers,2855,0,NA,0
Nebraska,African-American,Dancers And Choreographers,45795,0,NA,0
Nevada,African-American,Dancers And Choreographers,125635,90,7.163608866955864e-4,4.332335403331355
New Hampshire,African-American,Dancers And Choreographers,9675,0,NA,0
New Jersey,African-American,Dancers And Choreographers,584190,165,2.824423560827813e-4,1.7081265063229665
New Mexico,African-American,Dancers And Choreographers,19190,0,NA,0
New York,African-American,Dancers And Choreographers,1375735,360,2.6167830287082905e-4,1.5825517513112182
North Carolina,African-American,Dancers And Choreographers,1079195,135,1.2509324079522236e-4,0.7565263345329638
North Dakota,African-American,Dancers And Choreographers,12445,0,NA,0
Ohio,African-American,Dancers And Choreographers,680665,0,NA,0
Oklahoma,African-American,Dancers And Choreographers,134195,0,NA,0
Oregon,African-American,Dancers And Choreographers,39020,0,NA,0
Pennsylvania,African-American,Dancers And Choreographers,636035,0,NA,0
Rhode Island,African-American,Dancers And Choreographers,31000,0,NA,0
South Carolina,African-American,Dancers And Choreographers,638810,0,NA,0
South Dakota,African-American,Dancers And Choreographers,8670,0,NA,0
Tennessee,African-American,Dancers And Choreographers,554550,90,1.622937516905599e-4,0.981503847078775
Texas,African-American,Dancers And Choreographers,1699445,120,7.061128780278267e-5,0.42703585260484817
Utah,African-American,Dancers And Choreographers,16855,0,NA,0
Vermont,African-American,Dancers And Choreographers,4210,0,NA,0
Virginia,African-American,Dancers And Choreographers,837445,30,3.582324809390467e-5,0.21664824093822463
Washington,African-American,Dancers And Choreographers,147305,0,NA,0
West Virginia,African-American,Dancers And Choreographers,29055,0,NA,0
Wisconsin,African-American,Dancers And Choreographers,160610,0,NA,0
Wyoming,African-American,Dancers And Choreographers,2975,0,NA,0
Puerto Rico,African-American,Dancers And Choreographers,1405,0,NA,0
Alabama,Asian,Dancers And Choreographers,33515,0,NA,0
Alaska,Asian,Dancers And Choreographers,26420,0,NA,0
Arizona,Asian,Dancers And Choreographers,120580,0,NA,0
Arkansas,Asian,Dancers And Choreographers,24295,0,NA,0
California,Asian,Dancers And Choreographers,3008795,265,8.807512642104231e-5,1.0261101306296392
Colorado,Asian,Dancers And Choreographers,97015,0,NA,0
Connecticut,Asian,Dancers And Choreographers,89425,0,NA,0
Delaware,Asian,Dancers And Choreographers,19880,0,NA,0
District of Columbia,Asian,Dancers And Choreographers,19090,0,NA,0
Florida,Asian,Dancers And Choreographers,292825,0,NA,0
Georgia,Asian,Dancers And Choreographers,217095,0,NA,0
Hawaii,Asian,Dancers And Choreographers,290190,30,1.0338054378166027e-4,1.2044243090523534
Idaho,Asian,Dancers And Choreographers,12030,0,NA,0
Illinois,Asian,Dancers And Choreographers,378055,0,NA,0
Indiana,Asian,Dancers And Choreographers,76575,0,NA,0
Iowa,Asian,Dancers And Choreographers,40760,0,NA,0
Kansas,Asian,Dancers And Choreographers,46470,0,NA,0
Kentucky,Asian,Dancers And Choreographers,33565,0,NA,0
Louisiana,Asian,Dancers And Choreographers,41430,0,NA,0
Maine,Asian,Dancers And Choreographers,8235,0,NA,0
Maryland,Asian,Dancers And Choreographers,213470,60,2.81069939569963e-4,3.2745761956612403
Massachusetts,Asian,Dancers And Choreographers,249930,60,2.4006721882126997e-4,2.7968782478606204
Michigan,Asian,Dancers And Choreographers,163870,0,NA,0
Minnesota,Asian,Dancers And Choreographers,143550,0,NA,0
Mississippi,Asian,Dancers And Choreographers,14850,0,NA,0
Missouri,Asian,Dancers And Choreographers,63375,0,NA,0
Montana,Asian,Dancers And Choreographers,4980,0,NA,0
Nebraska,Asian,Dancers And Choreographers,24515,0,NA,0
Nevada,Asian,Dancers And Choreographers,131920,0,NA,0
New Hampshire,Asian,Dancers And Choreographers,20330,0,NA,0
New Jersey,Asian,Dancers And Choreographers,450385,0,NA,0
New Mexico,Asian,Dancers And Choreographers,16455,0,NA,0
New York,Asian,Dancers And Choreographers,864770,45,5.203695780380911e-5,0.6062511828183837
North Carolina,Asian,Dancers And Choreographers,154710,0,NA,0
North Dakota,Asian,Dancers And Choreographers,6855,0,NA,0
Ohio,Asian,Dancers And Choreographers,136125,0,NA,0
Oklahoma,Asian,Dancers And Choreographers,44710,60,0.00134198165958398,15.634618217128269
Oregon,Asian,Dancers And Choreographers,98010,0,NA,0
Pennsylvania,Asian,Dancers And Choreographers,227500,0,NA,0
Rhode Island,Asian,Dancers And Choreographers,18645,0,NA,0
South Carolina,Asian,Dancers And Choreographers,41915,0,NA,0
South Dakota,Asian,Dancers And Choreographers,7135,0,NA,0
Tennessee,Asian,Dancers And Choreographers,62925,0,NA,0
Texas,Asian,Dancers And Choreographers,712575,70,9.823527347998456e-5,1.14447987075387
Utah,Asian,Dancers And Choreographers,40990,0,NA,0
Vermont,Asian,Dancers And Choreographers,6080,0,NA,0
Virginia,Asian,Dancers And Choreographers,304945,0,NA,0
Washington,Asian,Dancers And Choreographers,355135,0,NA,0
West Virginia,Asian,Dancers And Choreographers,7825,0,NA,0
Wisconsin,Asian,Dancers And Choreographers,85760,0,NA,0
Wyoming,Asian,Dancers And Choreographers,2835,0,NA,0
Puerto Rico,Asian,Dancers And Choreographers,1335,0,NA,0
Alabama,Other,Dancers And Choreographers,43075,0,NA,0
Alaska,Other,Dancers And Choreographers,71330,20,2.8038693396887705e-4,0.7204473695438837
Arizona,Other,Dancers And Choreographers,182520,0,NA,0
Arkansas,Other,Dancers And Choreographers,37895,0,NA,0
California,Other,Dancers And Choreographers,688910,365,5.298224731822734e-4,1.3613658872270185
Colorado,Other,Dancers And Choreographers,87510,115,0.0013141355273683,3.376639098388756
Connecticut,Other,Dancers And Choreographers,41230,0,NA,0
Delaware,Other,Dancers And Choreographers,10885,0,NA,0
District of Columbia,Other,Dancers And Choreographers,11085,0,NA,0
Florida,Other,Dancers And Choreographers,214840,90,4.1891640290448703e-4,1.076395452024965
Georgia,Other,Dancers And Choreographers,102865,0,NA,0
Hawaii,Other,Dancers And Choreographers,198250,130,6.557377049180328e-4,1.68490199572345
Idaho,Other,Dancers And Choreographers,25710,0,NA,0
Illinois,Other,Dancers And Choreographers,112345,35,3.1154034447460944e-4,0.8004952959343018
Indiana,Other,Dancers And Choreographers,61485,0,NA,0
Iowa,Other,Dancers And Choreographers,27340,0,NA,0
Kansas,Other,Dancers And Choreographers,43715,0,NA,0
Kentucky,Other,Dancers And Choreographers,36080,0,NA,0
Louisiana,Other,Dancers And Choreographers,42460,35,8.243052284503062e-4,2.118032124864323
Maine,Other,Dancers And Choreographers,14700,0,NA,0
Maryland,Other,Dancers And Choreographers,85910,45,5.238039809102549e-4,1.345901518525454
Massachusetts,Other,Dancers And Choreographers,97815,0,NA,0
Michigan,Other,Dancers And Choreographers,120390,0,NA,0
Minnesota,Other,Dancers And Choreographers,83065,20,2.4077529645458377e-4,0.618666235713781
Mississippi,Other,Dancers And Choreographers,17430,0,NA,0
Missouri,Other,Dancers And Choreographers,70070,0,NA,0
Montana,Other,Dancers And Choreographers,37130,0,NA,0
Nebraska,Other,Dancers And Choreographers,24240,0,NA,0
Nevada,Other,Dancers And Choreographers,69460,185,0.00266340339763892,6.843549892650133
New Hampshire,Other,Dancers And Choreographers,12270,0,NA,0
New Jersey,Other,Dancers And Choreographers,85410,0,NA,0
New Mexico,Other,Dancers And Choreographers,91840,20,2.177700348432056e-4,0.5595547786320255
New York,Other,Dancers And Choreographers,234265,95,4.0552365910400616e-4,1.0419831243695592
North Carolina,Other,Dancers And Choreographers,145630,35,2.403350957907025e-4,0.6175351508737151
North Dakota,Other,Dancers And Choreographers,23305,0,NA,0
Ohio,Other,Dancers And Choreographers,121180,0,NA,0
Oklahoma,Other,Dancers And Choreographers,242885,30,1.2351524383967722e-4,0.3173693982928046
Oregon,Other,Dancers And Choreographers,93460,80,8.559811684142949e-4,2.1994226779184767
Pennsylvania,Other,Dancers And Choreographers,104810,30,2.8623222974906974e-4,0.7354667140954855
Rhode Island,Other,Dancers And Choreographers,16140,0,NA,0
South Carolina,Other,Dancers And Choreographers,46335,0,NA,0
South Dakota,Other,Dancers And Choreographers,32695,0,NA,0
Tennessee,Other,Dancers And Choreographers,60575,0,NA,0
Texas,Other,Dancers And Choreographers,261190,80,3.062904399096444e-4,0.787005794549029
Utah,Other,Dancers And Choreographers,57995,0,NA,0
Vermont,Other,Dancers And Choreographers,5900,0,NA,0
Virginia,Other,Dancers And Choreographers,128845,0,NA,0
Washington,Other,Dancers And Choreographers,214925,155,7.211818076073049e-4,1.8530590170484145
West Virginia,Other,Dancers And Choreographers,10700,0,NA,0
Wisconsin,Other,Dancers And Choreographers,66920,0,NA,0
Wyoming,Other,Dancers And Choreographers,10830,0,NA,0
Puerto Rico,Other,Dancers And Choreographers,2275,0,NA,0
Alabama,Hispanic,Musicians,88165,0,NA,0
Alaska,Hispanic,Musicians,26875,0,NA,0
Arizona,Hispanic,Musicians,1033370,750,7.257806981042608e-4,1.1907739848110506
Arkansas,Hispanic,Musicians,101405,0,NA,0
California,Hispanic,Musicians,7470730,5760,7.710089910892241e-4,1.264979147340972
Colorado,Hispanic,Musicians,594525,215,3.616332366174677e-4,0.5933244729873473
Connecticut,Hispanic,Musicians,288845,100,3.462064429019024e-4,0.5680140387562858
Delaware,Hispanic,Musicians,41365,0,NA,0
District of Columbia,Hispanic,Musicians,44885,0,NA,0
Florida,Hispanic,Musicians,2752995,1990,7.228491152363154e-4,1.1859641949908124
Georgia,Hispanic,Musicians,467240,250,5.350569300573581e-4,0.8778572843964525
Hawaii,Hispanic,Musicians,69470,160,0.00230315243990211,3.7787364911371095
Idaho,Hispanic,Musicians,101285,0,NA,0
Illinois,Hispanic,Musicians,1100445,425,3.862073979162975e-4,0.6336428116392708
Indiana,Hispanic,Musicians,212120,100,4.714312653215161e-4,0.7734679192181754
Iowa,Hispanic,Musicians,90730,0,NA,0
Kansas,Hispanic,Musicians,167495,0,NA,0
Kentucky,Hispanic,Musicians,76325,60,7.861120209629871e-4,1.2897583886634212
Louisiana,Hispanic,Musicians,113925,90,7.899934167215273e-4,1.2961265176397054
Maine,Hispanic,Musicians,10935,0,NA,0
Maryland,Hispanic,Musicians,321570,170,5.286562801256336e-4,0.8673558651048012
Massachusetts,Hispanic,Musicians,401715,185,4.6052549693190447e-4,0.7555750414981636
Michigan,Hispanic,Musicians,236520,110,4.650769490952139e-4,0.7630425187172979
Minnesota,Hispanic,Musicians,149745,85,5.676316404554409e-4,0.9313019651465856
Mississippi,Hispanic,Musicians,38780,0,NA,0
Missouri,Hispanic,Musicians,121550,50,4.113533525298232e-4,0.6748992802326589
Montana,Hispanic,Musicians,19215,0,NA,0
Nebraska,Hispanic,Musicians,99485,25,2.512941649494899e-4,0.41229334830517006
Nevada,Hispanic,Musicians,430565,290,6.735336128110737e-4,1.10505322906233
New Hampshire,Hispanic,Musicians,25860,0,NA,0
New Jersey,Hispanic,Musicians,928940,520,5.597778112687579e-4,0.9184163434965752
New Mexico,Hispanic,Musicians,459615,140,3.046027653579626e-4,0.49975571083272546
New York,Hispanic,Musicians,1819490,1145,6.292972206497425e-4,1.0324754585247542
North Carolina,Hispanic,Musicians,451040,45,9.976942178077333e-5,0.1636897099171952
North Dakota,Hispanic,Musicians,14510,0,NA,0
Ohio,Hispanic,Musicians,204545,90,4.4000097777995055e-4,0.7219008703322175
Oklahoma,Hispanic,Musicians,187725,115,6.125982154747636e-4,1.0050777322053177
Oregon,Hispanic,Musicians,266060,60,2.2551304217093888e-4,0.3699947719113569
Pennsylvania,Hispanic,Musicians,423215,305,7.206738891579929e-4,1.1823953447418123
Rhode Island,Hispanic,Musicians,78695,0,NA,0
South Carolina,Hispanic,Musicians,134610,20,1.4857737166629523e-4,0.24376794446855268
South Dakota,Hispanic,Musicians,15565,0,NA,0
Tennessee,Hispanic,Musicians,167595,185,0.00110385154688385,1.811067321790237
Texas,Hispanic,Musicians,5220455,3240,6.206355576285975e-4,1.018264439937845
Utah,Hispanic,Musicians,213410,20,9.371632069724945e-5,0.15375850712202743
Vermont,Hispanic,Musicians,6470,0,NA,0
Virginia,Hispanic,Musicians,427525,270,6.315420150868371e-4,1.0361584481990769
Washington,Hispanic,Musicians,448570,130,2.8980984015872664e-4,0.4754852520942711
West Virginia,Hispanic,Musicians,12005,0,NA,0
Wisconsin,Hispanic,Musicians,186120,50,2.6864388566516224e-4,0.44075869069567847
Wyoming,Hispanic,Musicians,27680,0,NA,0
Puerto Rico,Hispanic,Musicians,1208905,1205,9.96769804078898e-4,0
Alabama,White,Musicians,1496830,1575,0.0010522236994181,0.9178341531338672
Alaska,White,Musicians,253950,85,3.347115573931876e-4,0.2919623450735675
Arizona,White,Musicians,1857110,1655,8.911696130008454e-4,0.777349823520991
Arkansas,White,Musicians,1014735,680,6.701256978422938e-4,0.5845375396053746
California,White,Musicians,7686845,15280,0.00198781164443929,1.7339292189223174
Colorado,White,Musicians,2172170,2375,0.00109337666941353,0.9537310839724228
Connecticut,White,Musicians,1329540,1425,0.00107179926892007,0.9349095395425688
Delaware,White,Musicians,307920,210,6.819953234606392e-4,0.5948911818807338
District of Columbia,White,Musicians,183365,140,7.635044855888528e-4,0.665990029811998
Florida,White,Musicians,5285390,6730,0.00127332136322958,1.1106933209481908
Georgia,White,Musicians,2773560,3015,0.00108705057759702,0.9482129578094532
Hawaii,White,Musicians,177700,410,0.00230725942599887,2.012577270872079
Idaho,White,Musicians,688065,380,5.522734044022004e-4,0.48173728904620994
Illinois,White,Musicians,4224420,4325,0.00102380918563968,0.893048728508906
Indiana,White,Musicians,2724985,1910,7.009212894749879e-4,0.6113999318724195
Iowa,White,Musicians,1463250,920,6.287373996241244e-4,0.5484353365607813
Kansas,White,Musicians,1178420,990,8.401079411415285e-4,0.7328097258454556
Kentucky,White,Musicians,1787115,1075,6.015281613102682e-4,0.5247012501502334
Louisiana,White,Musicians,1337315,1890,0.00141327959381297,1.232776148119508
Maine,White,Musicians,658985,425,6.449312199822454e-4,0.562560889333084
Maryland,White,Musicians,1690500,2090,0.0012363206152026,1.0784182921216756
Massachusetts,White,Musicians,2791055,2875,0.00103007644062908,0.8985155324583394
Michigan,White,Musicians,3807850,3475,9.125884685583727e-4,0.7960330723041267
Minnesota,White,Musicians,2524705,2455,9.723908337805804e-4,0.8481975058456647
Mississippi,White,Musicians,787155,600,7.622386950473541e-4,0.6648859054795544
Missouri,White,Musicians,2479115,1985,8.006889555345355e-4,0.6984253156748819
Montana,White,Musicians,472695,400,8.462116163699636e-4,0.73813384236877
Nebraska,White,Musicians,845465,500,5.913905365686337e-4,0.5158583983643701
Nevada,White,Musicians,749805,1445,0.00192716773027653,1.6810307186993312
New Hampshire,White,Musicians,690940,430,6.223405795003908e-4,0.542855515478759
New Jersey,White,Musicians,2640925,2915,0.00110377992559425,0.962805640867257
New Mexico,White,Musicians,374900,625,0.00166711122966124,1.4541885195156448
New York,White,Musicians,5774960,10180,0.00176278277252136,1.537640935165087
North Carolina,White,Musicians,3309215,3625,0.00109542595449373,0.955518635267037
North Dakota,White,Musicians,363175,170,4.680938941281752e-4,0.4083091486552349
Ohio,White,Musicians,4775955,4135,8.657954273019741e-4,0.7552164176157027
Oklahoma,White,Musicians,1276415,1030,8.069475836620535e-4,0.7038845945814272
Oregon,White,Musicians,1600140,1630,0.00101866086717412,0.8885579510045438
Pennsylvania,White,Musicians,5161830,4880,9.4540114649262e-4,0.824654929500927
Rhode Island,White,Musicians,423445,285,6.730508094321577e-4,0.5870890572345532
South Carolina,White,Musicians,1586190,1825,0.00115055573418064,1.003607263834681
South Dakota,White,Musicians,398225,170,4.2689434364994653e-4,0.3723715865725782
Tennessee,White,Musicians,2455855,7215,0.00293787703264239,2.562652675241941
Texas,White,Musicians,6162190,7240,0.00117490697300797,1.0248483731911795
Utah,White,Musicians,1227970,455,3.70530224679756e-4,0.32320626798989416
Vermont,White,Musicians,319270,415,0.00129984026059448,1.1338252364509651
Virginia,White,Musicians,2778485,3490,0.00125608020198057,1.0956541932011377
Washington,White,Musicians,2668545,2480,9.29345392339271e-4,0.8106498091786858
West Virginia,White,Musicians,734535,440,5.990184266236462e-4,0.5225120576696227
Wisconsin,White,Musicians,2597700,2240,8.623012665049853e-4,0.7521685294928715
Wyoming,White,Musicians,260685,130,4.986861537871378e-4,0.4349941784184528
Puerto Rico,White,Musicians,13370,0,NA,0
Alabama,African-American,Musicians,581200,440,7.570543702684103e-4,0.6812026249347979
Alaska,African-American,Musicians,13760,0,NA,0
Arizona,African-American,Musicians,152575,195,0.0012780599705063,1.1500069756209377
Arkansas,African-American,Musicians,200385,195,9.731267310427428e-4,0.8756259914931982
California,African-American,Musicians,1066265,2600,0.00243841821685978,2.194105146536299
Colorado,African-American,Musicians,118415,120,0.00101338512857323,0.9118507689338448
Connecticut,African-American,Musicians,191785,140,7.299840967750345e-4,0.6568446103910704
Delaware,African-American,Musicians,105485,95,9.006019813243589e-4,0.8103677328777882
District of Columbia,African-American,Musicians,149480,170,0.00113727588975113,1.023328510868857
Florida,African-American,Musicians,1569980,1860,0.00118472846787857,1.0660266604996047
Georgia,African-American,Musicians,1613775,1910,0.00118356028566559,1.0649755222707904
Hawaii,African-American,Musicians,16455,0,NA,0
Idaho,African-American,Musicians,5195,0,NA,0
Illinois,African-American,Musicians,848255,590,6.955455611814843e-4,0.6258565839473167
Indiana,African-American,Musicians,292355,345,0.00118007217252997,1.061836894561376
Iowa,African-American,Musicians,56060,20,3.5676061362825543e-4,0.3210156047190547
Kansas,African-American,Musicians,83690,180,0.00215079459911578,1.93529947669915
Kentucky,African-American,Musicians,176080,215,0.00122103589277601,1.0986963261353633
Louisiana,African-American,Musicians,656860,950,0.00144627470084949,1.3013677237556478
Maine,African-American,Musicians,8410,0,NA,0
Maryland,African-American,Musicians,957780,940,9.814362379669652e-4,0.8831029418299188
Massachusetts,African-American,Musicians,260415,225,8.640055296353896e-4,0.7774379989869624
Michigan,African-American,Musicians,624375,845,0.00135335335335335,1.2177564689861802
Minnesota,African-American,Musicians,171180,30,1.752541184717841e-4,0.15769483701849113
Mississippi,African-American,Musicians,488460,355,7.267739425950948e-4,0.6539560920234332
Missouri,African-American,Musicians,340530,370,0.00108654156755645,0.9776774258073556
Montana,African-American,Musicians,2855,0,NA,0
Nebraska,African-American,Musicians,45795,0,NA,0
Nevada,African-American,Musicians,125635,240,0.00191029569785489,1.718896944375393
New Hampshire,African-American,Musicians,9675,0,NA,0
New Jersey,African-American,Musicians,584190,560,9.585922388264093e-4,0.862547757434064
New Mexico,African-American,Musicians,19190,30,0.00156331422615945,1.406680677479172
New York,African-American,Musicians,1375735,1360,9.885624775120207e-4,0.8895151802036105
North Carolina,African-American,Musicians,1079195,1185,0.0010980406692025,0.9880243949727342
North Dakota,African-American,Musicians,12445,0,NA,0
Ohio,African-American,Musicians,680665,700,0.00102840604408923,0.9253666899565238
Oklahoma,African-American,Musicians,134195,75,5.58888185103767e-4,0.5028913558781123
Oregon,African-American,Musicians,39020,45,0.00115325474115838,1.0377063890629925
Pennsylvania,African-American,Musicians,636035,660,0.00103767874409427,0.9337103279193076
Rhode Island,African-American,Musicians,31000,0,NA,0
South Carolina,African-American,Musicians,638810,515,8.061865030290696e-4,0.7254120491447658
South Dakota,African-American,Musicians,8670,0,NA,0
Tennessee,African-American,Musicians,554550,845,0.00152375800198359,1.371087720355687
Texas,African-American,Musicians,1699445,1815,0.00106799572801708,0.9609897543903636
Utah,African-American,Musicians,16855,0,NA,0
Vermont,African-American,Musicians,4210,0,NA,0
Virginia,African-American,Musicians,837445,735,8.776695783006645e-4,0.7897330020720407
Washington,African-American,Musicians,147305,0,NA,0
West Virginia,African-American,Musicians,29055,0,NA,0
Wisconsin,African-American,Musicians,160610,80,4.981009899757175e-4,0.448194627994526
Wyoming,African-American,Musicians,2975,0,NA,0
Puerto Rico,African-American,Musicians,1405,0,NA,0
Alabama,Asian,Musicians,33515,0,NA,0
Alaska,Asian,Musicians,26420,0,NA,0
Arizona,Asian,Musicians,120580,0,NA,0
Arkansas,Asian,Musicians,24295,0,NA,0
California,Asian,Musicians,3008795,1560,5.184799894974566e-4,0.8180359778143335
Colorado,Asian,Musicians,97015,85,8.761531721898676e-4,1.3823577215046683
Connecticut,Asian,Musicians,89425,105,0.00117416829745596,1.8525534847718483
Delaware,Asian,Musicians,19880,0,NA,0
District of Columbia,Asian,Musicians,19090,45,0.00235725510738606,3.7191782244044567
Florida,Asian,Musicians,292825,115,3.927260309058312e-4,0.6196266571764574
Georgia,Asian,Musicians,217095,70,3.224394850180796e-4,0.5087314935112048
Hawaii,Asian,Musicians,290190,225,7.753540783624522e-4,1.2233211396650658
Idaho,Asian,Musicians,12030,0,NA,0
Illinois,Asian,Musicians,378055,210,5.554747325124651e-4,0.8764047314582403
Indiana,Asian,Musicians,76575,70,9.141364675155076e-4,1.4422861715157038
Iowa,Asian,Musicians,40760,0,NA,0
Kansas,Asian,Musicians,46470,0,NA,0
Kentucky,Asian,Musicians,33565,35,0.00104275286757038,1.6452117322183082
Louisiana,Asian,Musicians,41430,0,NA,0
Maine,Asian,Musicians,8235,0,NA,0
Maryland,Asian,Musicians,213470,150,7.026748489249075e-4,1.1086509002651597
Massachusetts,Asian,Musicians,249930,195,7.802184611691274e-4,1.2309959588024035
Michigan,Asian,Musicians,163870,115,7.017757978885702e-4,1.1072324152541413
Minnesota,Asian,Musicians,143550,0,NA,0
Mississippi,Asian,Musicians,14850,0,NA,0
Missouri,Asian,Musicians,63375,25,3.944773175542406e-4,0.6223897637859398
Montana,Asian,Musicians,4980,0,NA,0
Nebraska,Asian,Musicians,24515,0,NA,0
Nevada,Asian,Musicians,131920,75,5.685263796240146e-4,0.8969970727698743
New Hampshire,Asian,Musicians,20330,0,NA,0
New Jersey,Asian,Musicians,450385,255,5.661822662832909e-4,0.8932986290736283
New Mexico,Asian,Musicians,16455,0,NA,0
New York,Asian,Musicians,864770,1135,0.00131248771349607,2.070788057066041
North Carolina,Asian,Musicians,154710,115,7.433262232564152e-4,1.1727889334089334
North Dakota,Asian,Musicians,6855,0,NA,0
Ohio,Asian,Musicians,136125,95,6.978879706152434e-4,1.1010983644719847
Oklahoma,Asian,Musicians,44710,0,NA,0
Oregon,Asian,Musicians,98010,130,0.0013263952657892,2.0927308096689776
Pennsylvania,Asian,Musicians,227500,150,6.593406593406593e-4,1.0402800337564997
Rhode Island,Asian,Musicians,18645,0,NA,0
South Carolina,Asian,Musicians,41915,0,NA,0
South Dakota,Asian,Musicians,7135,0,NA,0
Tennessee,Asian,Musicians,62925,35,5.5621771950735e-4,0.8775769851713549
Texas,Asian,Musicians,712575,370,5.192435883942041e-4,0.8192407521215622
Utah,Asian,Musicians,40990,0,NA,0
Vermont,Asian,Musicians,6080,0,NA,0
Virginia,Asian,Musicians,304945,145,4.7549558117037494e-4,0.7502169815003259
Washington,Asian,Musicians,355135,150,4.2237458994466895e-4,0.6664049099063839
West Virginia,Asian,Musicians,7825,0,NA,0
Wisconsin,Asian,Musicians,85760,30,3.498134328358209e-4,0.5519209600737024
Wyoming,Asian,Musicians,2835,0,NA,0
Puerto Rico,Asian,Musicians,1335,0,NA,0
Alabama,Other,Musicians,43075,0,NA,0
Alaska,Other,Musicians,71330,4,5.6077386793775406e-5,0.0520362378787339
Arizona,Other,Musicians,182520,125,6.848564540872233e-4,0.6355031037506316
Arkansas,Other,Musicians,37895,0,NA,0
California,Other,Musicians,688910,1005,0.00145882626177584,1.353697715278316
Colorado,Other,Musicians,87510,50,5.713632727688264e-4,0.5301886709933277
Connecticut,Other,Musicians,41230,45,0.00109143827310211,1.0127850967442031
Delaware,Other,Musicians,10885,0,NA,0
District of Columbia,Other,Musicians,11085,35,0.0031574199368516,2.929884295808595
Florida,Other,Musicians,214840,265,0.00123347607521876,1.144587116797237
Georgia,Other,Musicians,102865,160,0.00155543673747144,1.443346074132149
Hawaii,Other,Musicians,198250,450,0.00226986128625472,2.1062864836702895
Idaho,Other,Musicians,25710,0,NA,0
Illinois,Other,Musicians,112345,70,6.230806889492189e-4,0.5781791342567675
Indiana,Other,Musicians,61485,30,4.879238838741156e-4,0.4527622405330676
Iowa,Other,Musicians,27340,0,NA,0
Kansas,Other,Musicians,43715,0,NA,0
Kentucky,Other,Musicians,36080,0,NA,0
Louisiana,Other,Musicians,42460,145,0.00341497880357984,3.1688824949603323
Maine,Other,Musicians,14700,0,NA,0
Maryland,Other,Musicians,85910,40,4.6560353858689327e-4,0.43205038387732386
Massachusetts,Other,Musicians,97815,90,9.201042784848948e-4,0.853798078796984
Michigan,Other,Musicians,120390,125,0.00103829221696154,0.9634689467278452
Minnesota,Other,Musicians,83065,55,6.621320652501053e-4,0.6144163204537256
Mississippi,Other,Musicians,17430,0,NA,0
Missouri,Other,Musicians,70070,0,NA,0
Montana,Other,Musicians,37130,0,NA,0
Nebraska,Other,Musicians,24240,25,0.00103135313531353,0.9570299215888224
Nevada,Other,Musicians,69460,90,0.00129570976101353,1.2023360074507197
New Hampshire,Other,Musicians,12270,0,NA,0
New Jersey,Other,Musicians,85410,80,9.366584709050462e-4,0.8691593134036033
New Mexico,Other,Musicians,91840,0,NA,0
New York,Other,Musicians,234265,425,0.00181418479072844,1.6834477625267197
North Carolina,Other,Musicians,145630,45,3.0900226601661743e-4,0.2867343922183856
North Dakota,Other,Musicians,23305,0,NA,0
